dyad_label,dyad_id,modality,condition_unit,n_samples,duration_sec,mean_synchrony,peak_amplitude,dwell_time,switching_rate,bimodality_coefficient
pce25,pce25__EDA__trials_concat,EDA,trials_concat,1080,1080.0,0.015296225531548222,0.983908905290793,22.2,1.141769743101808,
pce25,pce25__RESP__rest1,RESP,rest1,180,180.0,-0.32054029697472003,0.3827294121689325,,0.0,
pce25,pce25__RESP__rest_postblock,RESP,rest_postblock,540,540.0,0.007308386108586507,0.7024220889316686,13.5,0.821917808219178,
pce25,pce25__RESP__trials_concat,RESP,trials_concat,1080,1080.0,-0.11933291653194976,0.8070749064456568,14.0,0.22835394862036157,
pce26,pce26__EDA__rest1,EDA,rest1,170,170.0,-0.10766678611521403,0.33286644721813746,,0.0,
pce26,pce26__EDA__rest_postblock,EDA,rest_postblock,540,540.0,0.2111130518995617,0.9378903724824154,20.0,1.4090019569471623,
pce26,pce26__EDA__trials_concat,EDA,trials_concat,1080,1080.0,0.1216201932177776,0.9862456050765795,30.272727272727273,1.2559467174119887,
pce26,pce26__RESP__rest1,RESP,rest1,170,170.0,-0.10531939807201443,0.3620246188640399,,0.0,
pce26,pce26__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.018368812922631747,0.6102492496229683,13.0,0.46966731898238745,
pce26,pce26__RESP__trials_concat,RESP,trials_concat,1080,1080.0,0.04967300962408347,0.662558983160739,7.333333333333333,0.3425309229305424,
pce27,pce27__ECG__rest1,ECG,rest1,180,180.0,-0.027100301050322063,0.4350012425123901,,0.0,
pce27,pce27__ECG__rest_postblock,ECG,rest_postblock,540,540.0,-0.03739323959532918,0.5168000736992073,,0.0,
pce27,pce27__ECG__trials_concat,ECG,trials_concat,1080,1080.0,0.10220537428057325,0.8953282024175735,14.333333333333334,1.027592768791627,
pce27,pce27__EDA__rest1,EDA,rest1,180,180.0,0.3070040004723162,0.7482814564284016,14.5,1.589403973509934,
pce27,pce27__EDA__rest_postblock,EDA,rest_postblock,540,540.0,-0.21155138012030847,0.7380175119242545,4.333333333333333,0.7045009784735812,
pce27,pce27__EDA__trials_concat,EDA,trials_concat,1080,1080.0,0.14596064342535395,0.9818340253111106,39.57142857142857,0.7992388201712655,
pce27,pce27__RESP__rest1,RESP,rest1,180,180.0,0.14045260937651416,0.36968413176332204,,0.0,
pce27,pce27__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.16516738289447044,0.3589014330539545,,0.0,
pce27,pce27__RESP__trials_concat,RESP,trials_concat,1080,1080.0,0.030131131707706277,0.7098120345631233,15.75,0.45670789724072314,
pce28,pce28__ECG__rest1,ECG,rest1,180,180.0,0.03041125719888541,0.6230083230769243,12.0,0.794701986754967,
pce28,pce28__ECG__rest_postblock,ECG,rest_postblock,540,540.0,-0.031076521741910813,0.6890488139195314,11.0,0.23483365949119372,
pce28,pce28__ECG__trials_concat,ECG,trials_concat,1080,1080.0,0.05933331733276143,0.8124506340725695,18.0,0.570884871550904,
pce28,pce28__EDA__rest1,EDA,rest1,180,180.0,-0.06930896669817177,0.5090870260395319,,0.0,
pce28,pce28__EDA__rest_postblock,EDA,rest_postblock,540,540.0,0.1074319064453112,0.9327917323537406,36.0,0.46966731898238745,
pce28,pce28__EDA__trials_concat,EDA,trials_concat,1080,1080.0,0.3466052325564813,0.965755494849363,32.0,1.3701236917221695,
pce28,pce28__RESP__rest1,RESP,rest1,180,180.0,-0.019486230853359588,0.34325318775336394,,0.0,
pce28,pce28__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.041551905366659245,0.42378826888600984,,0.0,
pce28,pce28__RESP__trials_concat,RESP,trials_concat,1080,1080.0,0.02166767527597569,0.4610861230659663,,0.0,
pce29,pce29__ECG__rest1,ECG,rest1,180,180.0,0.010859338448654979,0.5548674884127688,6.0,0.794701986754967,
pce29,pce29__ECG__rest_postblock,ECG,rest_postblock,540,540.0,-0.061990826539324216,0.6205911345915609,5.0,0.23483365949119372,
pce29,pce29__ECG__trials_concat,ECG,trials_concat,1080,1080.0,0.00526634623285377,0.7630294693224711,9.4,0.570884871550904,
pce29,pce29__EDA__rest1,EDA,rest1,180,180.0,-0.16111375352791585,0.6426127619674588,4.0,0.794701986754967,
pce29,pce29__EDA__rest_postblock,EDA,rest_postblock,540,540.0,0.2310125588117224,0.9990064333477783,29.2,0.9393346379647749,
pce29,pce29__EDA__trials_concat,EDA,trials_concat,1080,1080.0,0.177833671116334,0.940281020100434,26.4,1.141769743101808,
pce29,pce29__RESP__rest1,RESP,rest1,180,180.0,0.07515621734970358,0.5777634195373083,22.0,0.794701986754967,
pce29,pce29__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.027946910709489695,0.40244014495098,,0.0,
pce29,pce29__RESP__trials_concat,RESP,trials_concat,1080,1080.0,-0.004433591672164267,0.4640744433643621,,0.0,
pce30,pce30__ECG__rest1,ECG,rest1,180,180.0,-0.01968436626640486,0.3474261958942983,,0.0,
pce30,pce30__ECG__rest_postblock,ECG,rest_postblock,540,540.0,0.043489281520429954,0.7553505919270169,23.666666666666668,0.7045009784735812,
pce30,pce30__ECG__trials_concat,ECG,trials_concat,1080,1080.0,-0.06597658288757005,0.7789970241810168,11.0,0.11417697431018078,
pce30,pce30__EDA__rest1,EDA,rest1,180,180.0,-0.0708819861263449,0.6126157022079192,6.0,0.794701986754967,
pce30,pce30__EDA__rest_postblock,EDA,rest_postblock,540,540.0,-0.20819938900002613,0.6113133797684563,7.0,0.23483365949119372,
pce30,pce30__EDA__trials_concat,EDA,trials_concat,1080,1080.0,-0.3233265374432622,0.5385389794196316,2.0,0.11417697431018078,
pce30,pce30__RESP__rest1,RESP,rest1,180,180.0,-0.05199213546341962,0.07302987532454253,,0.0,
pce30,pce30__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.005241497583707135,0.44745021721425804,,0.0,
pce30,pce30__RESP__trials_concat,RESP,trials_concat,1080,1080.0,0.003912890944735989,0.4517507821593033,,0.0,
pce32,pce32__EDA__rest1,EDA,rest1,180,180.0,0.24057813854229726,0.7539936623211038,13.333333333333334,2.384105960264901,
pce32,pce32__EDA__rest_postblock,EDA,rest_postblock,540,540.0,-0.056705724106909,0.9972856249403077,40.0,0.46966731898238745,
pce32,pce32__EDA__trials_concat,EDA,trials_concat,1080,1080.0,-0.11472998638187902,0.9986798421051509,17.3,1.141769743101808,
pce32,pce32__RESP__rest1,RESP,rest1,180,180.0,-0.20868873086166342,0.06690739484535169,,0.0,
pce32,pce32__RESP__rest_postblock,RESP,rest_postblock,540,540.0,-0.13245729548367216,0.5244606073248637,,0.0,
pce32,pce32__RESP__trials_concat,RESP,trials_concat,1080,1080.0,-0.054426742118144446,0.8690924307256838,11.333333333333334,0.6850618458610848,
